exchange,symbol,isin,company,ex_date,record_date,type,ratio_num,ratio_den,cash_amount,face_value_from,face_value_to,raw_subject
BSE,HCLTECH,INE860A01027,HCL Technologies Ltd,2025-01-17,2025-01-17,dividend,,,12,,,Interim Dividend - Rs. - 12.0000
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2025-01-17,2025-01-17,dividend,,,18,,,Interim Dividend - Rs 12 Per Share Special Dividend - Rs 6 Per Share
BSE,HCLTECH,INE860A01027,HCL Technologies Ltd,2025-04-28,2025-04-28,dividend,,,18,,,Interim Dividend - Rs. - 18.0000
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2025-04-28,2025-04-28,dividend,,,18,,,Interim Dividend - Rs 18 Per Share
BSE,HCLTECH,INE860A01027,HCL Technologies Ltd,2025-07-18,2025-07-18,dividend,,,12,,,Interim Dividend - Rs. - 12.0000
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2025-07-18,2025-07-18,dividend,,,12,,,Interim Dividend - Rs 12 Per Share
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2025-10-17,2025-10-17,dividend,,,12,,,Interim Dividend - Rs 12 Per Share
BSE,HCLTECH,INE860A01027,HCL Technologies Ltd,2025-10-17,2025-10-17,dividend,,,12,,,Interim Dividend - Rs. - 12.0000
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2026-01-16,2026-01-17,dividend,,,12,,,Interim Dividend - Rs 12 Per Share
BSE,HCLTECH,INE860A01027,HCL Technologies Ltd,2026-01-16,2026-01-17,dividend,,,12,,,Interim Dividend - Rs. - 12.0000
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2026-04-24,2026-04-25,dividend,,,24,,,Interim Dividend - Rs 24 Per Share
BSE,HCLTECH,INE860A01027,HCL Technologies Ltd,2026-04-24,2026-04-25,dividend,,,24,,,Interim Dividend - Rs. - 24.0000
NSE,HCLTECH,INE860A01027,HCL Technologies Limited,2026-07-17,2026-07-17,dividend,,,12,,,Interim Dividend - Rs 12 Per Share
BSE,HCLTECH,INE860A01027,HCL Technologies Ltd,2026-07-17,2026-07-17,dividend,,,12,,,Interim Dividend - Rs. - 12.0000
