exchange,symbol,isin,company,ex_date,record_date,type,ratio_num,ratio_den,cash_amount,face_value_from,face_value_to,raw_subject
BSE,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd,2024-02-09,2024-02-09,dividend,,,8.5,,,Interim Dividend - Rs. - 8.5000
BSE,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd,2024-07-12,2024-07-12,dividend,,,5,,,Final Dividend - Rs. - 5.0000
NSE,SUNPHARMA,INE044A01028,Sun Pharmaceutical Industries Limited,2024-07-12,2024-07-12,dividend,,,5,,,Dividend - Rs 5 Per Share
NSE,SUNPHARMA,INE044A01028,Sun Pharmaceutical Industries Limited,2025-02-06,2025-02-06,dividend,,,10.5,,,Interim Dividend - Rs 10.50 Per Share
BSE,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd,2025-02-06,2025-02-06,dividend,,,10.5,,,Interim Dividend - Rs. - 10.5000
NSE,SUNPHARMA,INE044A01028,Sun Pharmaceutical Industries Limited,2025-07-07,2025-07-07,dividend,,,5.5,,,Dividend - Rs 5.50 Per Share
BSE,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd,2025-07-07,2025-07-07,dividend,,,5.5,,,Final Dividend - Rs. - 5.5000
BSE,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd,2026-02-05,2026-02-05,dividend,,,11,,,Interim Dividend - Rs. - 11.0000
NSE,SUNPHARMA,INE044A01028,Sun Pharmaceutical Industries Limited,2026-02-05,2026-02-05,dividend,,,11,,,Interim Dividend - Rs 11 Per Share
NSE,SUNPHARMA,INE044A01028,Sun Pharmaceutical Industries Limited,2026-07-07,2026-07-07,dividend,,,5,,,Dividend - Rs 5 Per Share
BSE,SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Ltd,2026-07-07,2026-07-07,dividend,,,5,,,Final Dividend - Rs. - 5.0000
